TF1	TF2	TF1_TF2_count	TF1_count	TF2_count	cosine	zscore
C1_MYB_7-C10_MYB_37-C11_MYB_4-C13_MYB_16-C2_MYB_43-C3_MYB_23-C4_MYB_35-C5_MYB_51-C6_MYB_47	C6_TCP_40	5	9	2	1.1785113019775795	12.545958871718021
C10_AP2EREBP_171-C5_AP2EREBP_200	C10_NAC_48	1	1	1	1.0	inf
C10_AP2EREBP_171-C5_AP2EREBP_200	C3_FAR1_21	1	1	1	1.0	7.000000000000006
C10_BBRBPC_14-C3_BBRBPC_9-C5_BBRBPC_11	C6_TCP_40	2	2	2	1.0	inf
C10_BBRBPC_4-C3_BBRBPC_2-C5_BBRBPC_3	C3_BBRBPC_14	1	1	1	1.0	inf
C10_BBRBPC_4-C3_BBRBPC_2-C5_BBRBPC_3	C3_MYB_7	1	1	1	1.0	inf
C10_TCP_18-C2_TCP_17-C3_TCP_10-C6_TCP_22	C6_C2H2_24	1	1	1	1.0	inf
C10_bZIP_2-C2_bZIP_2-C3_bZIP_2-C6_bZIP_2-C9_bZIP_1	C6_CAMTA_8	1	1	1	1.0	7.000000000000006
C2_bHLH_20-C5_bHLH_21	C6_CAMTA_8	1	1	1	1.0	inf
C3_BBRBPC_14	C3_C2H2_43	1	1	1	1.0	inf
C3_BBRBPC_14	C3_C2H2_5	1	1	1	1.0	7.000000000000004
C3_C2H2_43	C3_MYB_7	1	1	1	1.0	inf
C3_MYB_26	C5_AP2EREBP_55	1	1	1	1.0	7.000000000000001
C1_C2H2_16-C2_C2H2_66-C4_C2H2_56-C5_C2H2_84-C6_C2H2_81	C6_TCP_40	3	5	2	0.9486832980505138	9.66666666666667
C1_C2H2_16-C2_C2H2_66-C4_C2H2_56-C5_C2H2_84-C6_C2H2_81	C3_C2H2_5	2	5	1	0.8944271909999157	8.168873634345232
C1_C2H2_16-C2_C2H2_66-C4_C2H2_56-C5_C2H2_84-C6_C2H2_81	C3_MYB_7	2	5	1	0.8944271909999157	inf
